Product,Price,Rating,Description,Url,Product Review ID
ASUS Vivobook 15 Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin and L...,"₹36,990",4,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-vivobook-15-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej322ws-thin-light-laptop/p/itm54273cfe6723b?pid=COMGMGXFZUFYHPJG&lid=LSTCOMGMGXFZUFYHPJGZ8VLJJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_443&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGMGXFZUFYHPJG.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Acer Aspire 7 Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹54,990",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/acer-aspire-7-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-gaming-laptop/p/itmc10163b4c26a8?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_444&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGRHJUCYY63HAA.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) E41-55 Thin and Light Laptop,"₹21,990",3.9,AMD Athlon Dual Core Processor4 GB DDR4 RAMWindows 10 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,/lenovo-athlon-dual-core-3050u-4-gb-256-gb-ssd-windows-10-home-e41-55-thin-light-laptop/p/itm282609529dbba?pid=COMGKYGDHKXFSVZC&lid=LSTCOMGKYGDHKXFSVZCTE3XNJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_445&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGKYGDHKXFSVZC.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
"ASUS Vivobook Pro 15 For Creator, Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Grap...","₹73,990",4.4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-vivobook-pro-15-creator-ryzen-7-octa-core-5800hs-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-m6500qc-hn751ws-gaming-laptop/p/itm87fa92e1506e9?pid=COMGR5QEKFFZ2KAD&lid=LSTCOMGR5QEKFFZ2KADVLCLU6&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_446&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGR5QEKFFZ2KAD.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",4.2,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-pro-aluminium-alloy-metal-body-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-wl-nuvobook-pro-blu-thin-light-laptop/p/itm36ad4d77cae96?pid=COMGQHYFGYYG2VZ2&lid=LSTCOMGQHYFGYYG2VZ2MORKEP&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_447&otracker=search&otracker1=search&fm=organic&iid=en_RZRCklPfVeQe4OZykLYinW05t3eJqFNuh7YBn7Fsbjjtp61jki9z1ifQuWNXQa1fSO0bOjGgWhnm0BLHmdXhQg%3D%3D&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",4.2,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-pro-aluminium-alloy-metal-body-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-wl-nuvobook-pro-gry-thin-light-laptop/p/itm42523abf83ab7?pid=COMGQHYFAHNUVFY9&lid=LSTCOMGQHYFAHNUVFY9HTHRNO&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_448&otracker=search&otracker1=search&fm=organic&iid=en_RZRCklPfVeQe4OZykLYinW05t3eJqFNuh7YBn7Fsbjjj5WNBhY9zN6Tmj4413-dkcA7tLm2Mt27tzMHqut4v9A%3D%3D&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU Thin ...,"₹67,639",4.3,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty,/hp-pavilion-aero-2023-ryzen-5-hexa-core-7535u-16-gb-512-gb-ssd-windows-11-home-13-be2056au-thin-light-laptop/p/itm1d02741b7e06e?pid=COMGNGEBJTGS365F&lid=LSTCOMGNGEBJTGS365F2VJD9O&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_449&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGNGEBJTGS365F.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
MSI GF63 Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹76,990",4.5,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,/msi-gf63-core-i5-12th-gen-12450h-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-thin-12ve-267in-gaming-laptop/p/itm523261b42e46b?pid=COMGZ5F3RTSNVFES&lid=LSTCOMGZ5F3RTSNVFESVG59K0&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_450&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGZ5F3RTSNVFES.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,"₹26,990",4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-s2-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-s2-blu-thin-light-laptop/p/itmefeb8645d5fab?pid=COMGQHYFC9QMHUVW&lid=LSTCOMGQHYFC9QMHUVWSENJIG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_451&otracker=search&otracker1=search&fm=organic&iid=en_RZRCklPfVeQe4OZykLYinW05t3eJqFNuh7YBn7Fsbji6jQVh8Y8QRo_Y5aGYGKIEBy_3Mq1vCg6jJZrwnybdkA%3D%3D&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
MSI Katana 15 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹94,990",5,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,/msi-katana-15-core-i7-12th-gen-12650h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-b12vek-400in-gaming-laptop/p/itmf7df4425fc3d7?pid=COMGRDC8GGHRBUHS&lid=LSTCOMGRDC8GGHRBUHSJB0MEM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_452&otracker=search&otracker1=search&fm=organic&iid=en_RZRCklPfVeQe4OZykLYinW05t3eJqFNuh7YBn7FsbjhMISPNQPoK3GZto1xvjuyUEhzMtDVYLOU2ccqLMf714Q%3D%3D&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,"₹29,990",3.9,Qualcomm Snapdragon 7c Gen 2 Processor4 GB LPDDR4X RAMWindows 11 Operating System35.56 cm (14 Inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,/samsung-galaxy-book-go-snapdragon-7c-gen-2-4-gb-128-gb-emmc-storage-windows-11-home-np340xla-ka1in-thin-light-laptop/p/itm9659f64b37981?pid=COMGCFN8JMVHPHNZ&lid=LSTCOMGCFN8JMVHPHNZRG2BGK&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_453&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGCFN8JMVHPHNZ.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
SAMSUNG Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and...,"₹84,990",4.4,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/samsung-galaxy-book3-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm0e92b767a53da?pid=COMGN5FV64QNRRA6&lid=LSTCOMGN5FV64QNRRA6IZJJS8&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_454&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGN5FV64QNRRA6.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
realme Book Prime Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Li...,"₹46,990",4.3,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty,/realme-book-prime-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm04fc56defb507?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_455&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGCWBEDBYGSMA6.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...","₹48,990",4.5,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-vivobook-pro-15-creator-ryzen-5-hexa-core-5600hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-m6500qf-hn522w-gaming-laptop/p/itmd7b81ac811232?pid=COMGR5QE896R4FUF&lid=LSTCOMGR5QE896R4FUF0FWRRW&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_19_456&otracker=search&otracker1=search&fm=organic&iid=28bb541d-323d-40d1-91fc-35c0e41fb588.COMGR5QE896R4FUF.SEARCH&ppt=None&ppn=None&ssid=xgr3muqvog0000001699377455786&qH=c5d334db81c10595,19
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-grn-thin-light-laptop/p/itma074a71804e83?pid=COMGQHYFTMAKHBAN&lid=LSTCOMGQHYFTMAKHBANLB0BWS&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_457&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmn19Sn-ok7EGdKsGK2l-K1W0vX2yJUc9PHO1lozKRExhQ%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",4.3,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-v1-aluminium-alloy-metal-body-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-v1-grn-thin-light-laptop/p/itm08b220f630a42?pid=COMGQHYFDAV3PF5G&lid=LSTCOMGQHYFDAV3PF5GOQDUUE&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_458&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmnALPYtnoU98YTlnGE-NbG-02huwFHzDarHrjdsy44Xtg%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU 2 in 1 ...,"₹70,990",4.3,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,/hp-pavilion-x360-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-ek0074tu-2-1-laptop/p/itm84df74e5ba8c3?pid=COMGH7VYRA4HRGYK&lid=LSTCOMGH7VYRA4HRGYKCWKIQ8&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_459&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGH7VYRA4HRGYK.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
ASUS Chromebook Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400FKA-EC0158 Chromeb...,"₹20,990",4.2,Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,/asus-chromebook-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1400fka-ec0158/p/itmeebe5754bf2a0?pid=COMGSHM3HFQDV3KY&lid=LSTCOMGSHM3HFQDV3KYJWDUYA&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_460&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGSHM3HFQDV3KY.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-slv-thin-light-laptop/p/itm031dee32b0d0e?pid=COMGQHYFQFWJV7AD&lid=LSTCOMGQHYFQFWJV7AD9POEPS&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_461&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmnFnL12IG57UffiAgaYKpkSSVselidGQWrMOAg6LwA6_g%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-blu-thin-light-laptop/p/itm5b78d87082afc?pid=COMGQHYFNHAZNZGA&lid=LSTCOMGQHYFNHAZNZGA3ABTME&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_462&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmlhaXv25B7VHY54MzHxguRyJCLIJ2yoLpyg10hznmAM0g%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 11 Home/4 GB ...,"₹56,990",4.1,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-tuf-gaming-f15-ai-powered-core-i5-11th-gen-11400h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-70-w-fx506hf-hn026w-laptop/p/itm7252c322218d4?pid=COMGQKNYYUEQZYCA&lid=LSTCOMGQKNYYUEQZYCAXFIDL1&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_463&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGQKNYYUEQZYCA.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS Thin and L...,"₹47,990",3.7,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/asus-vivobook-15-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-thin-light-laptop/p/itmfee59c6fc485f?pid=COMGQKNYK3S4BZAK&lid=LSTCOMGQKNYK3S4BZAKNNUXVN&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_464&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGQKNYK3S4BZAK.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
MSI GF63 Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹50,990",3.8,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,/msi-gf63-core-i5-11th-gen-11260h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-60-hz-thin-11ucx-1496in-gaming-laptop/p/itm6612930ab7e34?pid=COMGRDC8JPHWQBAN&lid=LSTCOMGRDC8JPHWQBANO1X8MH&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_465&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGRDC8JPHWQBAN.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
SAMSUNG Galaxy Book3 Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA2IN Thin a...,"₹74,990",4.4,Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/samsung-galaxy-book3-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xfg-ka2in-thin-light-laptop/p/itm01a3328d63447?pid=COMGN5FVAUKMHEZF&lid=LSTCOMGN5FVAUKMHEZF7FGSLP&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_466&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGN5FVAUKMHEZF.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",4.3,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-v1-aluminium-alloy-metal-body-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-v1-slv-thin-light-laptop/p/itmb370dd3bfdb75?pid=COMGQHYFJQYHZTDY&lid=LSTCOMGQHYFJQYHZTDYMPBY5P&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_467&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmk1mCh6LFwY3AQpIl-hbczMhH3lKVWfHqPxgPvojMWSRA%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",4.2,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,/wings-nuvobook-pro-aluminium-alloy-metal-body-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-wl-nuvobook-pro-blu-thin-light-laptop/p/itm36ad4d77cae96?pid=COMGQHYFGYYG2VZ2&lid=LSTCOMGQHYFGYYG2VZ2MORKEP&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_468&otracker=search&otracker1=search&fm=organic&iid=en_kBdz_rQ2YS8uIhB_go6W9ji-YPruVLpAcNy5giRUSmk8mwXIL4-bC5MzzcuhKwjgXo4BvTrLCCipE4RgnN_TqA%3D%3D&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
DELL Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in 1 Laptop,"₹72,990",4.5,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint ReaderDisplay: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active PenIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Hardware Service",/dell-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-14-2-in-1-2-1-laptop/p/itmd4f75b0fd8b1a?pid=COMGJ75HWZZMXPBJ&lid=LSTCOMGJ75HWZZMXPBJQHBCK1&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_469&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGJ75HWZZMXPBJ.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
MSI GF63 Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹84,990",4.1,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,/msi-gf63-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-thin-12ve-070in-gaming-laptop/p/itm7346c57244c67?pid=COMGMGSJZQGQXKGZ&lid=LSTCOMGMGSJZQGQXKGZ0MPXHR&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_20_470&otracker=search&otracker1=search&fm=organic&iid=bc5555e0-c771-4cb0-8fb2-8c7c98827d20.COMGMGSJZQGQXKGZ.SEARCH&ppt=None&ppn=None&ssid=yjsk8ddxo00000001699377456453&qH=c5d334db81c10595,20
